id,firstName,lastName,locationAddress,contactEmail,latitude,longitude,contactPhone,vendorName,snapStatus
150,Brittan,Tantrum,09305 Pond Way,btantrum45@networksolutions.com,42.52601914372354,-73.87693422440553,330-980-7040,Quaxo,False
260,Herby,Mathys,1 Canary Court,hmathys77@ezinearticles.com,42.65387133352427,-73.47517220859991,816-736-5585,Ooba,True
65,Jim,Buse,4 Lien Junction,jbuse1s@chicagotribune.com,42.76722904072034,-73.5777782744868,857-114-5970,Wikido,False
81,Brandice,Hutchens,4551 Farragut Point,bhutchens28@w3.org,42.53295797584872,-73.60347714418745,810-180-6213,Centimia,True
977,Allis,Ebanks,424 Hauk Crossing,aebanksr4@mapquest.com,42.487599116859656,-73.75547723031983,669-673-6251,Wikizz,False
978,Tabbie,Sheaber,91 Menomonie Drive,tsheaberr5@vinaora.com,42.85095754874539,-73.60101052239001,911-824-4855,Buzzshare,False
450,Sanderson,Whitemarsh,1728 Brown Street,swhitemarshch@reference.com,42.88632298737899,-73.56587147389965,420-809-7850,Linktype,True
443,Koo,Mushett,6173 Anderson Avenue,kmushettca@aol.com,42.604640206498026,-73.76334508561872,992-900-2222,Meeveo,True
352,Obadiah,Tinniswood,256 Charing Cross Circle,otinniswood9r@github.io,42.633637606603756,-73.52653163450209,827-890-5952,Zoovu,True
623,Aurea,Hubbucks,893 Prairieview Circle,ahubbucksha@studiopress.com,42.73999857600651,-73.67819650015778,360-907-8018,Wikizz,False
487,D'arcy,Franek,5 Maple Hill,dfranekdi@netlog.com,42.760050068953035,-73.4587437597289,940-502-0500,Kwinu,False
681,Reynold,Davidsen,884 Bayside Plaza,rdavidseniw@netvibes.com,42.840950226128754,-73.81610133503942,712-246-5019,Agivu,True
983,Lolly,Hancill,59727 Hooker Pass,lhancillra@angelfire.com,42.770741214545176,-73.70370402485595,163-842-8520,Jabbersphere,False
775,Everard,Verrick,77479 8th Plaza,everrickli@booking.com,40.49146573428961,-73.64335666048805,608-754-6309,Quinu,True
851,Corrie,Scholtz,820 Nelson Hill,cscholtznm@liveinternet.ru,40.771245785614845,-73.87239501611305,356-352-2256,Skidoo,False
199,Haven,Cowx,0186 Hanson Way,hcowx5i@godaddy.com,40.63324953455963,-73.88101668707122,459-564-8652,Roombo,True
888,Cati,Mathwin,837 Holy Cross Trail,cmathwinon@reference.com,40.90472705056884,-73.65078972240765,913-335-1792,Topiclounge,False
869,Clayson,Maccrae,5545 Erie Hill,cmaccraeo4@webnode.com,40.86327129292334,-73.86595733595388,362-906-0889,Quaxo,False
892,Marlane,Konig,12 Paget Pass,mkonigor@reference.com,40.48034541047328,-73.70722873007597,421-676-9392,Quamba,False
17,Adey,MacLleese,78339 Weeping Birch Junction,amaclleeseg@timesonline.co.uk,40.74906610502952,-73.76834390017018,360-288-0451,Babbleset,True
646,Tomasina,Apthorpe,3139 Lunder Terrace,tapthorpehx@google.es,40.958650372388995,-74.04974060736852,197-701-2176,Oba,False
788,Yoshi,Giacubo,3 Hoffman Junction,ygiacubolv@google.co.uk,40.52220304719396,-73.66101234776949,957-238-8201,Brainbox,True
698,Berte,Bomfield,440 Clemons Drive,bbomfieldjd@nymag.com,40.558362806109386,-74.04230053996409,320-479-1592,Plajo,True
177,Christyna,Sutterby,1606 Eggendart Parkway,csutterby4w@gov.uk,40.809485493202594,-73.72342167387258,995-660-0278,Buzzdog,False
372,April,Dorsett,09 Lotheville Place,adorsettab@discovery.com,40.58011138997812,-73.89630053597996,672-162-8976,Fatz,True
420,Evered,Powling,07 Hanover Road,epowlingbn@clickbank.net,40.871449318382126,-73.61268649841648,472-271-1765,Shufflebeat,True
277,Connie,McIlvenna,7497 Kenwood Court,cmcilvenna7o@umn.edu,40.81546673041035,-74.05897523162427,782-614-6137,Avamba,False
885,Joly,Hutchens,53434 Talmadge Park,jhutchensok@dion.ne.jp,40.66402740012995,-73.60426680419911,579-909-2874,Meembee,False
95,Libbi,Sircomb,7480 Hoepker Junction,lsircomb2m@parallels.com,40.79869471340787,-73.93919004366269,193-554-4454,Myworks,True
509,Gabriel,Legging,18 3rd Avenue,glegginge4@deviantart.com,40.609658727006234,-73.71281468687104,496-947-1268,Tazzy,True
501,Alameda,Godbehere,107 Karstens Place,agodbeheredw@simplemachines.org,40.87661427666965,-73.83992975541132,710-978-3908,Eamia,False
742,Xylina,Sheerman,698 Tennessee Way,xsheermankl@go.com,40.674115714051894,-74.05210197444495,425-401-1793,Flashdog,True
485,Fiann,Puleston,501 Vera Parkway,fpulestondg@domainmarket.com,40.53565498665141,-73.65956736303474,404-843-0924,Jabbersphere,False
587,Paddy,Keig,32 Lindbergh Drive,pkeigga@hc360.com,40.95912366995494,-73.92804055194007,867-718-4462,Wordify,False
576,Cora,Brashier,7681 Oak Place,cbrashierfz@hubpages.com,40.910657963419446,-73.79674849522561,298-467-1746,Youspan,False
471,Dody,Giacoboni,0 Fulton Pass,dgiacobonid2@cafepress.com,40.93142816955399,-73.9671636727685,189-318-6988,Flashspan,True
198,Trip,Windibank,604 Knutson Center,twindibank5h@house.gov,40.681998054646456,-74.08711967962431,863-256-8626,Yadel,False
532,Reina,Brixham,2 Eagan Drive,rbrixhamer@cocolog-nifty.com,40.62595921133337,-73.83051315237248,911-878-1112,Wikivu,True
739,Broddie,Jindracek,54 Judy Road,bjindracekki@reference.com,40.86522391293612,-73.62827719483622,441-239-4849,Jayo,False
711,Audie,Napoli,9787 Atwood Avenue,anapolijq@toplist.cz,40.938535387034584,-73.72973147746399,514-447-6777,Kwimbee,True
182,Bobbee,Gravestone,8423 Fairview Crossing,bgravestone51@symantec.com,40.71078622151256,-73.98554707841271,152-804-6364,Quire,False
383,Pammie,Rubinovitch,205 Oneill Point,prubinovitcham@tuttocitta.it,42.636121948092935,-74.14877865914791,455-472-5220,Livetube,True
751,Ingunna,Scamadine,6617 Talisman Parkway,iscamadineku@acquirethisname.com,42.87655632333097,-73.97475306138574,230-361-3591,Jaxbean,True
738,Freddie,Fernanando,11 Glendale Parkway,ffernanandokh@i2i.jp,42.79538159570863,-73.97489575186438,667-999-0939,Voonyx,False
880,Gaylene,Cosson,36394 Grim Lane,gcossonof@rakuten.co.jp,42.761453934740906,-74.05756138799248,278-966-4451,Viva,True
547,Terrel,Blowfelde,6 Montana Alley,tblowfeldef6@twitter.com,40.67533316048504,-73.76648535271215,350-292-6881,Pixoboo,False
212,Saundra,Berford,6893 Lyons Street,sberford5v@meetup.com,40.65248581624272,-74.01120116087255,896-811-0129,Flashdog,True
324,Nerissa,Ditter,3337 American Trail,nditter8z@amazon.co.uk,40.590158844248364,-73.92261845317076,212-398-4766,Topicstorm,False
319,Dennis,Cullity,04278 Katie Hill,dcullity8u@constantcontact.com,41.04225026786329,-73.785222302211,891-360-3564,Mymm,True
365,Bartholomeus,Whellams,7497 Melody Drive,bwhellamsa4@state.tx.us,40.63712047700997,-74.09184878294244,121-106-6521,Bubblemix,False
101,Raeann,Whitebread,95533 Farmco Trail,rwhitebread2s@washington.edu,43.806250377008915,-75.47763743428226,627-626-4404,Devcast,False
637,Selina,Pashenkov,39199 Hoepker Point,spashenkovho@gmpg.org,43.7679121864235,-75.5152500892629,333-800-7439,Thoughtmix,True
241,Willy,Swalwell,45 Charing Cross Point,wswalwell6o@nymag.com,43.799438874815515,-75.62736802543309,772-966-3103,Meezzy,True
427,Wendi,Airth,390 Hansons Street,wairthbu@google.fr,44.17918733604504,-75.79364176625475,899-869-9542,Quamba,True
913,Griffy,De Bischof,7 Northland Avenue,gdebischofpc@jigsy.com,44.063921003913336,-75.74513438850407,351-723-6466,Vipe,True
398,Benoite,McGeffen,6086 Ramsey Crossing,bmcgeffenb1@guardian.co.uk,43.768854125028724,-75.62055698561426,649-843-8294,Brightdog,True
842,Mireille,Rowsel,16946 Iowa Street,mrowselnd@gizmodo.com,43.76219093971377,-75.5107211188837,747-581-3232,Katz,False
773,Shel,McLaverty,6 Anzinger Pass,smclavertylg@multiply.com,44.09482740345041,-75.83015230304945,334-648-8689,Oyope,True
736,Barrie,Reditt,73141 Ohio Court,bredittkf@mail.ru,43.737121816453424,-75.85812178646083,899-221-9222,Devpoint,True
225,Rip,Ferrarini,8 Arapahoe Trail,rferrarini68@skype.com,43.87769258092,-75.43700921805163,229-536-7865,Vipe,False
971,Feliza,Jolliss,7586 Heath Plaza,fjollissqy@webeden.co.uk,43.91741218117268,-75.63552742104619,998-782-9385,Dazzlesphere,False
990,Christye,Bachura,074 Melody Street,cbachurarh@cyberchimps.com,44.134729770856175,-75.41437246648685,374-379-8808,Eamia,True
285,Tadd,Bransgrove,6104 Arizona Street,tbransgrove7w@zdnet.com,43.88529879482874,-75.84842510068144,218-280-1409,Skipstorm,True
674,Temple,Slateford,6736 Shasta Alley,tslatefordip@angelfire.com,44.15821647400656,-75.54586038813432,681-882-5060,Bubblemix,True
538,Thornton,Shercliff,32136 Hovde Lane,tshercliffex@walmart.com,44.22375317087926,-75.8067046674478,150-536-0331,Trupe,False
643,Tera,Ayce,4 Onsgard Road,taycehu@oakley.com,44.0609504071166,-75.72897255863134,689-436-8833,Oyoba,True
337,Nettle,Penkman,17703 Morrow Crossing,npenkman9c@goodreads.com,41.35996837553225,-74.25439169310377,217-659-9751,Babblestorm,False
37,Morty,Van den Hof,050 Browning Hill,mvandenhof10@quantcast.com,41.56019184760095,-74.23153760370819,906-886-5099,Skilith,True
116,Pennie,Loghan,46 Warner Drive,ploghan37@barnesandnoble.com,41.15339756688841,-74.10524387102613,471-258-9262,Plajo,True
968,Aluin,Cushelly,24487 Lerdahl Junction,acushellyqv@washingtonpost.com,42.66946796570575,-73.98241185515376,575-270-1882,Edgeclub,False
162,Ranique,Robinet,1842 Warrior Center,rrobinet4h@g.co,42.664097571626755,-73.91655721046331,250-343-3334,Quimba,False
691,Keefe,Digle,559 Shopko Parkway,kdiglej6@marriott.com,42.97361335035589,-74.17619794875208,452-202-6770,Jetpulse,False
312,Halsy,Colthurst,1 Oneill Road,hcolthurst8n@samsung.com,42.94255652081675,-73.94446077572005,116-279-2917,Twimm,True
195,Bette-ann,Firk,83544 Waywood Avenue,bfirk5e@usatoday.com,42.77248583457424,-74.01323259769912,114-862-2956,Thoughtstorm,True
70,Oralla,Longford,970 Ludington Point,olongford1x@noaa.gov,40.921088710760195,-73.7664282936686,656-997-9209,Skaboo,False
629,Elsbeth,Norwell,445 Jana Court,enorwellhg@hubpages.com,41.102433357030186,-74.006794317253,663-959-8965,Quatz,False
659,Maxy,Swiers,1 Cascade Lane,mswiersia@wikia.com,41.01921546397679,-73.74885131528576,874-773-0004,Cogidoo,True
592,Hale,Gaitskill,12790 Kropf Lane,hgaitskillgf@ed.gov,41.01246266273786,-74.01068986693718,818-471-8448,Tagfeed,True
791,Nike,Phipard-Shears,01044 Forest Drive,nphipardshearsly@infoseek.co.jp,40.95271789738326,-73.70906160806034,455-695-8599,Skipfire,False
251,Jade,Gatiss,2516 Calypso Place,jgatiss6y@amazon.com,42.5527628891938,-73.94920022803618,108-345-4179,Realblab,False
41,Shaw,Bursnoll,6 Comanche Terrace,sbursnoll14@symantec.com,42.68916238193364,-74.08742053550891,452-270-2724,Katz,True
560,Denni,Shakesby,7 Sugar Center,dshakesbyfj@va.gov,42.6583371251455,-73.69660819975944,952-946-1556,Tagopia,False
805,Guglielma,Acaster,37918 Dorton Place,gacastermc@scribd.com,42.621119799152254,-73.73070384892806,261-903-6010,Dabjam,False
432,Joy,Wigg,22390 Melby Trail,jwiggbz@hexun.com,42.940481416487714,-73.70311418650456,904-435-5935,Babbleopia,True
363,Morena,Berks,355 Grim Terrace,mberksa2@arizona.edu,42.61377643179382,-73.82688952046374,406-196-8484,Dabshots,False
622,Alyss,Kaine,782 Bay Hill,akaineh9@theguardian.com,43.001713804654024,-73.73242113573245,486-152-5544,Rhyzio,False
151,Lexi,Friedenbach,1753 Waywood Center,lfriedenbach46@blog.com,42.52302574064007,-73.80895553993622,833-659-4447,Zoomlounge,False
482,Tracey,Garbar,2195 Garrison Way,tgarbardd@usatoday.com,42.8627739594078,-73.9938995027564,105-787-4939,Skyba,False
737,Swen,Shelf,19864 Larry Circle,sshelfkg@alibaba.com,42.95975643173479,-73.69814732601289,440-692-9329,Teklist,True
67,Anneliese,Edwicke,79285 Oak Road,aedwicke1u@hud.gov,42.77072846025491,-73.7303040396968,387-219-6992,Jabbercube,False
465,Lyssa,Kittman,985 Shopko Trail,lkittmancw@weibo.com,42.85301683809324,-73.62601069583103,855-730-0829,Gigabox,True
127,Dun,Gossage,820 Vera Way,dgossage3i@netvibes.com,42.56877557415602,-74.10057637729264,523-664-2003,Dabvine,False
430,Lilias,Dubbin,3 Paget Road,ldubbinbx@barnesandnoble.com,40.525733552162336,-74.03433584765783,515-727-2323,Flipstorm,True
231,Horst,Maysor,66249 Jenna Avenue,hmaysor6e@hhs.gov,40.6074394063985,-74.08286946213381,443-627-6930,Nlounge,False
804,Bondie,Greydon,02 Lindbergh Terrace,bgreydonmb@soup.io,40.595435445592976,-73.92773982564044,131-962-8471,Kaymbo,True
931,Analiese,Bigley,385 Prentice Park,abigleypu@simplemachines.org,40.69347795244746,-73.99635376799395,773-242-6904,Browseblab,False
399,Kleon,Edmundson,3374 Village Green Trail,kedmundsonb2@sohu.com,40.57591453987885,-73.79547573972967,861-308-9824,Jaxnation,True
676,Gabbie,Atton,1 Pine View Parkway,gattonir@sakura.ne.jp,40.762251998456854,-74.08645499969646,428-860-0541,Tagpad,False
867,Jamie,Rodolphe,20617 New Castle Parkway,jrodolpheo2@imdb.com,42.45463428308534,-73.85167180795727,613-165-6610,Bubbletube,False
531,Elianora,Bartalot,845 Eastwood Park,ebartaloteq@yellowpages.com,42.56729974217337,-73.79802738924579,304-582-2399,Dabjam,True
546,Fiorenze,McEvoy,951 Nova Park,fmcevoyf5@tinyurl.com,42.56360643696504,-73.83612678372013,410-302-6436,Dablist,False
229,Esmaria,Brydie,30864 Loftsgordon Parkway,ebrydie6c@reference.com,42.84944599073166,-73.6006965508854,221-592-9483,Npath,True
224,Mariana,Pagett,22630 Roth Circle,mpagett67@yellowpages.com,42.75532801437646,-73.63521135203729,959-861-8516,Photojam,True
63,Bea,Verralls,93046 Onsgard Parkway,bverralls1q@reverbnation.com,42.65879470673362,-73.59004913405329,398-461-2863,Pixope,False
693,Rina,Andrzejowski,64 Sheridan Center,randrzejowskij8@apple.com,43.075515919941836,-73.82441985657098,351-440-4879,Wordpedia,True
16,Anne-marie,Raubenheim,67 Brickson Park Court,araubenheimf@kickstarter.com,43.09765442351013,-73.80295076055245,396-796-4280,Innotype,True
124,Patrizia,Hale,47140 Rutledge Terrace,phale3f@stumbleupon.com,43.04545346313853,-73.55985510394675,513-741-4074,Yombu,False
40,Worden,Fordyce,48673 Cottonwood Street,wfordyce13@kickstarter.com,42.93535654209351,-76.31502480964068,775-721-1489,Oloo,True
464,Agace,Starie,4515 Granby Way,astariecv@arstechnica.com,43.121930724164905,-76.08083712202308,992-811-9212,Fivespan,False
783,Tierney,Astridge,6527 Sloan Park,tastridgelq@youtube.com,42.94196898575071,-76.37596021179546,963-675-3938,Meejo,True
994,Sydelle,Hayesman,67187 Petterle Junction,shayesmanrl@ed.gov,43.095557601019316,-76.37962444481145,617-338-4920,Youopia,True
825,Huntlee,Heavy,89 Kropf Center,hheavymw@163.com,43.1165575302411,-75.98394920851833,519-363-4210,Twiyo,True
240,Ladonna,Catton,937 Tomscot Plaza,lcatton6n@spotify.com,42.88659933100404,-76.0446952825631,774-482-8766,Chatterbridge,False
431,Dugald,Chellingworth,83157 Nelson Court,dchellingworthby@qq.com,43.00250608731308,-76.2759768405321,608-501-0285,Plambee,False
143,Eyde,Toyer,7 Vera Pass,etoyer3y@addtoany.com,43.228421352854625,-76.0151692099548,503-334-2474,Meejo,True
31,Priscella,Pickervance,84705 Russell Crossing,ppickervanceu@youtube.com,43.20128720234044,-76.19951475503373,751-506-0808,Blogpad,False
729,Issy,Beek,4435 Onsgard Road,ibeekk8@ebay.co.uk,42.971649938734174,-76.21660071837387,907-922-6638,Pixoboo,True
235,Meris,Marval,57 Lawn Circle,mmarval6i@bandcamp.com,43.07260370302343,-76.10558632464848,270-990-2286,Demimbu,False
911,Bruce,McGeoch,4 Onsgard Plaza,bmcgeochpa@wikipedia.org,42.88051183872161,-76.24849102565668,975-793-9032,Gabcube,False
449,Agnella,Matura,636 7th Drive,amaturacg@nyu.edu,43.05113785899921,-75.93007893076704,260-902-4801,Mudo,True
870,Janis,Yukhnevich,64 Summerview Circle,jyukhnevicho5@cisco.com,42.87097381054238,-76.16889258992863,664-746-1938,Omba,True
552,Rubie,Llewelly,48566 Nelson Crossing,rllewellyfb@globo.com,42.90810934116059,-73.66204201807251,970-832-0281,Trilia,False
685,Eadith,Very,1 Dahle Court,everyj0@vimeo.com,42.48101127221037,-73.94512078684622,619-593-7886,Eimbee,False
140,Dougie,Shorbrook,1532 Bayside Avenue,dshorbrook3v@macromedia.com,42.468660808545074,-73.66589360635277,112-417-8306,Yacero,False
394,Selie,Heild,7074 Homewood Terrace,sheildax@goodreads.com,42.642807909836556,-73.55050363603338,825-675-0689,Realfire,True
895,Cthrine,Venney,65489 Meadow Valley Lane,cvenneyou@quantcast.com,42.46246040478303,-73.52288991059594,630-416-2061,Skidoo,True
328,Archibald,Gaven,43 Corry Crossing,agaven93@shutterfly.com,42.77796747800806,-73.83455862262103,682-564-8300,Meetz,True
28,Berty,Haythornthwaite,89 Utah Parkway,bhaythornthwaiter@furl.net,42.21050396269105,-79.49054475275963,155-862-4534,Skalith,False
669,Gabriel,Kmietsch,45101 Basil Avenue,gkmietschik@ocn.ne.jp,42.13496407911595,-79.44036085726003,585-451-9364,Devpulse,False
411,Ricki,Bidewel,2773 Kinsman Plaza,rbidewelbe@google.cn,42.08495417850837,-79.11378671574587,698-993-1521,Jabbertype,False
201,Moises,De Bischof,021 Commercial Plaza,mdebischof5k@nationalgeographic.com,42.2755003873989,-79.13196867050618,117-371-9043,Voomm,False
559,Naomi,Edel,14 Helena Lane,nedelfi@joomla.org,42.1718500777018,-79.41490405897501,760-616-3226,Zoomlounge,False
313,Kevan,Reiling,57 Lunder Place,kreiling8o@cloudflare.com,41.93171961726397,-79.08633932027705,740-937-8484,Jabbertype,True
613,Walliw,Coultard,7 Dottie Hill,wcoultardh0@globo.com,41.949049949057645,-79.25653449912843,933-174-9410,Skyvu,False
631,Lombard,Langrick,6647 Scoville Park,llangrickhi@omniture.com,42.19093094116808,-79.0381238165185,833-701-0009,Dynabox,False
741,Arther,Thieme,29393 Comanche Court,athiemekk@nba.com,41.92199161719237,-79.15116923478759,475-200-6497,Photojam,False
638,Ole,Domini,6 Green Center,odominihp@jiathis.com,42.08506718335636,-79.28110517866752,372-246-6182,Demimbu,False
680,Reuben,Bean,63171 Di Loreto Park,rbeaniv@uiuc.edu,42.32155519841721,-79.31470138853052,276-525-2433,Ooba,True
969,Nanete,Crimp,5716 Shopko Trail,ncrimpqw@google.es,42.254813864007176,-79.38332449819963,165-639-7368,Divape,False
392,Darbie,Filippozzi,5137 Fieldstone Point,dfilippozziav@gizmodo.com,41.94381757075821,-79.23458002688385,690-947-7302,Quaxo,False
320,Jessa,Bachs,2 Miller Avenue,jbachs8v@columbia.edu,42.09511867130007,-79.32688391046572,534-734-1648,Skyvu,True
689,Elaina,McGahey,15591 Golf Course Hill,emcgaheyj4@newsvine.com,42.78297883581316,-75.85223339753797,914-881-7967,Einti,False
574,Bekki,Bonham,3170 Di Loreto Parkway,bbonhamfx@shinystat.com,42.972459700000655,-75.55822201713183,651-771-7494,Eare,False
12,Rivalee,Schops,17905 Melvin Drive,rschopsb@bloglovin.com,42.889794616486604,-75.88099528795912,793-117-7004,Aimbo,False
744,Frederic,Kettles,4992 Crest Line Circle,fkettleskn@sitemeter.com,42.9535590258672,-75.81008383930582,346-917-1202,Kayveo,True
654,Bellanca,Wornum,5224 Eastlawn Parkway,bwornumi5@tinypic.com,42.7204894768436,-75.52146579213816,761-809-5071,Voolia,True
754,Pieter,Dyas,89 Blackbird Center,pdyaskx@utexas.edu,42.766463248405486,-75.93092757932347,940-632-0222,Yakijo,False
178,Jeannie,Divina,831 Meadow Vale Avenue,jdivina4x@shareasale.com,42.759478517443064,-75.75886785301465,289-611-2056,Voolia,True
460,Aguistin,Hollidge,451 John Wall Circle,ahollidgecr@yahoo.com,43.03026657657308,-75.89309192573548,551-500-9501,Jazzy,True
599,Lucian,Columbine,85 Texas Park,lcolumbinegm@tinyurl.com,42.90317038667355,-75.53032779320512,996-968-0909,Gigaclub,True
992,Augie,Shinner,2626 Killdeer Road,ashinnerrj@patch.com,43.42879118293137,-77.72884874809482,636-355-4273,Centidel,False
939,Dyna,Pentycross,5972 Eggendart Lane,dpentycrossq2@reference.com,43.28659872443942,-77.59073466498086,901-675-3414,Fivechat,False
202,Alexandre,Stollery,8 John Wall Hill,astollery5l@merriam-webster.com,43.32378278335038,-77.52626714591383,944-229-9057,Tagtune,False
985,Way,Behr,98 Meadow Vale Place,wbehrrc@slideshare.net,40.962145151704625,-73.94016812584911,206-792-6703,Riffwire,False
721,Judah,McCaughey,044 Roth Way,jmccaugheyk0@shop-pro.jp,40.571245430247934,-74.12155758984095,577-501-5422,Jabbersphere,True
11,Helenelizabeth,Wyman,02922 Arrowood Center,hwymana@nbcnews.com,40.563203599530354,-73.89684387941234,621-606-3327,Fadeo,False
315,Brian,Bonanno,52133 Farwell Junction,bbonanno8q@flavors.me,40.49493151098141,-74.07343458544392,445-212-9182,Zoomzone,True
662,Sheilakathryn,Szepe,36697 Waywood Parkway,sszepeid@wix.com,41.86795238319361,-75.89239230282259,647-713-6212,Quinu,False
905,Homerus,Lintall,2 Pearson Center,hlintallp4@senate.gov,42.19993750219792,-77.81100459442405,860-111-7485,Realcube,True
416,Valentina,Vashchenko,2 Sauthoff Circle,vvashchenkobj@chicagotribune.com,41.86009764318683,-77.83317262112006,786-395-3699,Teklist,False
